season,player_name,team_abbreviation,age,player_height,player_weight
2021-22,Domantas Sabonis,SAC,26,210.82,108.86208
2022-23,Domantas Sabonis,SAC,27,215.9,108.86208
2007-08,Dominic McGuire,WAS,22,205.74,99.79024
2008-09,Dominic McGuire,WAS,23,205.74,99.79024
2009-10,Dominic McGuire,SAC,24,205.74,99.79024
2010-11,Dominic McGuire,CHA,25,205.74,99.79024
2011-12,Dominic McGuire,GSW,26,205.74,106.59412
2012-13,Dominic McGuire,IND,27,205.74,106.59412
2022-23,Dominick Barlow,SAS,20,205.74,97.52228
2010-11,Dominique Jones,DAL,22,195.58,97.52228
2011-12,Dominique Jones,DAL,23,195.58,97.52228
2012-13,Dominique Jones,DAL,24,195.58,97.52228
2011-12,Donald Sloan,CLE,24,190.5,92.98636
2012-13,Donald Sloan,NOH,25,190.5,92.98636
2013-14,Donald Sloan,IND,26,190.5,92.98636
2014-15,Donald Sloan,IND,27,190.5,92.98636
2015-16,Donald Sloan,BKN,28,190.5,92.98636
2012-13,Donatas Motiejunas,HOU,22,213.36,100.697424
2013-14,Donatas Motiejunas,HOU,23,213.36,100.697424
2014-15,Donatas Motiejunas,HOU,24,213.36,115.66596
2015-16,Donatas Motiejunas,HOU,25,213.36,100.697424
2016-17,Donatas Motiejunas,NOP,26,213.36,100.697424
2018-19,Donatas Motiejunas,SAS,28,213.36,99.79024
2005-06,Donell Taylor,WAS,23,195.58,83.007336
2006-07,Donell Taylor,WAS,24,195.58,87.543256
2017-18,Donovan Mitchell,UTA,21,190.5,97.52228
2018-19,Donovan Mitchell,UTA,22,190.5,97.52228
2019-20,Donovan Mitchell,UTA,23,185.42,97.52228
2020-21,Donovan Mitchell,UTA,24,185.42,97.52228
2021-22,Donovan Mitchell,UTA,25,185.42,97.52228
2022-23,Donovan Mitchell,CLE,26,185.42,97.52228
2022-23,Donovan Williams,ATL,21,198.12,86.18248
2019-20,Donta Hall,BKN,22,205.74,103.872568
2020-21,Donta Hall,ORL,23,208.28,104.32616
2005-06,Donta Smith,ATL,22,200.66,97.52228
2018-19,Donte DiVincenzo,MIL,22,193.04,92.079176
2019-20,Donte DiVincenzo,MIL,23,193.04,92.079176
2020-21,Donte DiVincenzo,MIL,24,193.04,92.079176
2021-22,Donte DiVincenzo,SAC,25,193.04,92.079176
2022-23,Donte DiVincenzo,GSW,26,193.04,92.079176
2018-19,Donte Grantham,OKC,24,203.2,97.52228
2008-09,Donte Greene,SAC,21,210.82,102.511792
2009-10,Donte Greene,SAC,22,210.82,102.511792
2010-11,Donte Greene,SAC,23,210.82,102.511792
2011-12,Donte Greene,SAC,24,210.82,102.511792
2008-09,Dontell Jefferson,CHA,25,195.58,88.45044
2005-06,Donyell Marshall,CLE,33,205.74,104.32616
2006-07,Donyell Marshall,CLE,34,205.74,104.32616
2007-08,Donyell Marshall,SEA,35,205.74,111.13004
2008-09,Donyell Marshall,PHI,36,205.74,111.13004
2005-06,Dorell Wright,MIA,20,203.2,92.98636
2006-07,Dorell Wright,MIA,21,203.2,92.98636
2007-08,Dorell Wright,MIA,22,205.74,95.25432
2008-09,Dorell Wright,MIA,23,205.74,95.25432
2009-10,Dorell Wright,MIA,24,205.74,95.25432
2010-11,Dorell Wright,GSW,25,205.74,92.98636
2011-12,Dorell Wright,GSW,26,205.74,92.98636
2012-13,Dorell Wright,PHI,27,205.74,92.98636
2013-14,Dorell Wright,POR,28,205.74,92.98636
2014-15,Dorell Wright,POR,29,205.74,92.98636
2016-17,Dorian Finney-Smith,DAL,24,203.2,99.79024
2017-18,Dorian Finney-Smith,DAL,25,203.2,99.79024
2018-19,Dorian Finney-Smith,DAL,26,203.2,99.79024
2019-20,Dorian Finney-Smith,DAL,27,200.66,99.79024
2020-21,Dorian Finney-Smith,DAL,28,200.66,99.79024
2021-22,Dorian Finney-Smith,DAL,29,200.66,99.79024
2022-23,Dorian Finney-Smith,BKN,30,200.66,99.79024
2012-13,Doron Lamb,ORL,21,193.04,95.25432
2013-14,Doron Lamb,ORL,22,193.04,90.7184
2005-06,Doug Christie,DAL,36,198.12,92.98636
2006-07,Doug Christie,LAC,37,198.12,92.98636
2014-15,Doug McDermott,CHI,23,203.2,102.0582
2015-16,Doug McDermott,CHI,24,203.2,102.0582
2016-17,Doug McDermott,OKC,25,203.2,99.336648
2017-18,Doug McDermott,DAL,26,203.2,99.336648
2018-19,Doug McDermott,IND,27,203.2,102.0582
2019-20,Doug McDermott,IND,28,200.66,102.0582
2020-21,Doug McDermott,IND,29,200.66,102.0582
2021-22,Doug McDermott,SAS,30,200.66,102.0582
2022-23,Doug McDermott,SAS,31,198.12,102.0582
2016-17,Dragan Bender,PHX,19,215.9,102.0582
2017-18,Dragan Bender,PHX,20,215.9,102.0582
2018-19,Dragan Bender,PHX,21,215.9,102.0582
2019-20,Dragan Bender,GSW,22,213.36,112.944408
2012-13,Draymond Green,GSW,23,200.66,104.32616
2013-14,Draymond Green,GSW,24,200.66,104.32616
2014-15,Draymond Green,GSW,25,200.66,104.32616
2015-16,Draymond Green,GSW,26,200.66,104.32616
2016-17,Draymond Green,GSW,27,200.66,104.32616
2017-18,Draymond Green,GSW,28,200.66,104.32616
2018-19,Draymond Green,GSW,29,200.66,104.32616
2019-20,Draymond Green,GSW,30,198.12,104.32616
2020-21,Draymond Green,GSW,31,198.12,104.32616
2021-22,Draymond Green,GSW,32,198.12,104.32616
2022-23,Draymond Green,GSW,33,198.12,104.32616
2018-19,Drew Eubanks,SAS,22,208.28,111.13004
2019-20,Drew Eubanks,SAS,23,205.74,111.13004
2020-21,Drew Eubanks,SAS,24,205.74,111.13004
2021-22,Drew Eubanks,POR,25,205.74,111.13004
2022-23,Drew Eubanks,POR,26,208.28,111.13004
2005-06,Drew Gooden,CLE,24,208.28,109.769264
2006-07,Drew Gooden,CLE,25,208.28,113.398
2007-08,Drew Gooden,CHI,26,208.28,113.398
2008-09,Drew Gooden,SAS,27,208.28,113.398
2009-10,Drew Gooden,LAC,28,208.28,113.398
2010-11,Drew Gooden,MIL,29,208.28,113.398
2011-12,Drew Gooden,MIL,30,208.28,113.398
2012-13,Drew Gooden,MIL,31,208.28,113.398
2013-14,Drew Gooden,WAS,32,208.28,113.398
2014-15,Drew Gooden,WAS,33,208.28,113.398
2015-16,Drew Gooden,WAS,34,208.28,113.398
2014-15,Drew Gordon,PHI,24,205.74,111.13004
2022-23,Dru Smith,BKN,25,190.5,92.079176
2021-22,Duane Washington Jr.,IND,22,190.5,89.357624
2022-23,Duane Washington Jr.,NYK,23,187.96,89.357624
2015-16,Duje Dukan,SAC,24,205.74,99.79024
2018-19,Duncan Robinson,MIA,25,203.2,95.25432
2019-20,Duncan Robinson,MIA,26,200.66,97.52228
2020-21,Duncan Robinson,MIA,27,200.66,97.52228
2021-22,Duncan Robinson,MIA,28,200.66,97.52228
2022-23,Duncan Robinson,MIA,29,200.66,97.52228
2018-19,Dusty Hannahs,MEM,25,193.04,88.45044
2019-20,Dusty Hannahs,MEM,26,190.5,95.25432
2017-18,Dwayne Bacon,CHA,22,200.66,100.243832
2018-19,Dwayne Bacon,CHA,23,200.66,100.243832
2019-20,Dwayne Bacon,CHA,24,198.12,100.243832
2020-21,Dwayne Bacon,ORL,25,198.12,100.243832
2005-06,Dwayne Jones,BOS,23,210.82,113.398
2006-07,Dwayne Jones,CLE,24,210.82,113.851592
2007-08,Dwayne Jones,CLE,25,210.82,113.851592
2008-09,Dwayne Jones,CHA,26,208.28,113.851592
2009-10,Dwayne Jones,PHX,27,208.28,113.851592
2013-14,Dwight Buycks,TOR,25,190.5,86.18248
2014-15,Dwight Buycks,LAL,26,190.5,86.18248
2017-18,Dwight Buycks,DET,29,190.5,86.18248
2005-06,Dwight Howard,ORL,20,210.82,120.20188
2006-07,Dwight Howard,ORL,21,210.82,120.20188
2007-08,Dwight Howard,ORL,22,210.82,120.20188
2008-09,Dwight Howard,ORL,23,210.82,120.20188
2009-10,Dwight Howard,ORL,24,210.82,120.20188
2010-11,Dwight Howard,ORL,25,210.82,120.20188
2011-12,Dwight Howard,ORL,26,210.82,120.20188
2012-13,Dwight Howard,LAL,27,210.82,120.20188
2013-14,Dwight Howard,HOU,28,210.82,120.20188
2014-15,Dwight Howard,HOU,29,210.82,124.7378
2015-16,Dwight Howard,HOU,30,210.82,120.20188
2016-17,Dwight Howard,ATL,31,210.82,120.20188
2017-18,Dwight Howard,CHA,32,210.82,120.20188
2018-19,Dwight Howard,WAS,33,210.82,120.20188
2019-20,Dwight Howard,LAL,34,208.28,120.20188
2020-21,Dwight Howard,PHI,35,208.28,120.20188
2021-22,Dwight Howard,LAL,36,208.28,120.20188
2014-15,Dwight Powell,DAL,23,210.82,108.86208
2015-16,Dwight Powell,DAL,24,210.82,108.86208
2016-17,Dwight Powell,DAL,25,210.82,108.86208
2017-18,Dwight Powell,DAL,26,210.82,108.86208
2018-19,Dwight Powell,DAL,27,210.82,108.86208
2019-20,Dwight Powell,DAL,28,208.28,108.86208
2020-21,Dwight Powell,DAL,29,208.28,108.86208
2021-22,Dwight Powell,DAL,30,208.28,108.86208
2022-23,Dwight Powell,DAL,31,208.28,108.86208
2005-06,Dwyane Wade,MIA,24,193.04,96.161504
2006-07,Dwyane Wade,MIA,25,193.04,96.161504
2007-08,Dwyane Wade,MIA,26,193.04,97.975872
2008-09,Dwyane Wade,MIA,27,193.04,97.975872
2009-10,Dwyane Wade,MIA,28,193.04,99.79024
2010-11,Dwyane Wade,MIA,29,193.04,99.79024
2011-12,Dwyane Wade,MIA,30,193.04,99.79024
2012-13,Dwyane Wade,MIA,31,193.04,99.79024
2013-14,Dwyane Wade,MIA,32,193.04,99.79024
2014-15,Dwyane Wade,MIA,33,193.04,99.79024
2015-16,Dwyane Wade,MIA,34,193.04,99.79024
2016-17,Dwyane Wade,CHI,35,193.04,99.79024
2017-18,Dwyane Wade,MIA,36,193.04,99.79024
2018-19,Dwyane Wade,MIA,37,193.04,99.79024
2020-21,Dylan Windler,CLE,24,198.12,88.904032
2021-22,Dylan Windler,CLE,25,198.12,88.904032
2022-23,Dylan Windler,CLE,26,200.66,88.904032
2022-23,Dyson Daniels,NOP,20,200.66,90.264808
2018-19,Dzanan Musa,BKN,20,205.74,94.347136
2019-20,Dzanan Musa,BKN,21,205.74,98.429464
2011-12,E'Twaun Moore,BOS,23,193.04,86.636072
2012-13,E'Twaun Moore,ORL,24,193.04,86.636072
2013-14,E'Twaun Moore,ORL,25,193.04,86.636072
2014-15,E'Twaun Moore,CHI,26,193.04,86.636072
2015-16,E'Twaun Moore,CHI,27,193.04,86.636072
2016-17,E'Twaun Moore,NOP,28,193.04,86.636072
2017-18,E'Twaun Moore,NOP,29,193.04,86.636072
2018-19,E'Twaun Moore,NOP,30,193.04,86.636072
2019-20,E'Twaun Moore,NOP,31,190.5,86.636072
2020-21,E'Twaun Moore,PHX,32,190.5,86.636072
2005-06,Earl Barron,MIA,24,213.36,122.46984
2006-07,Earl Barron,MIA,25,213.36,111.13004
2007-08,Earl Barron,MIA,26,213.36,111.13004
2009-10,Earl Barron,NYK,28,213.36,113.398
2010-11,Earl Barron,POR,29,213.36,113.398
2011-12,Earl Barron,GSW,30,213.36,113.398
2012-13,Earl Barron,NYK,31,213.36,113.398
2014-15,Earl Barron,PHX,33,213.36,113.398
2005-06,Earl Boykins,DEN,30,165.1,60.327736
2006-07,Earl Boykins,MIL,31,165.1,60.327736
2007-08,Earl Boykins,CHA,32,165.1,60.327736
2009-10,Earl Boykins,WAS,34,165.1,60.327736
2010-11,Earl Boykins,MIL,35,165.1,60.327736
2011-12,Earl Boykins,HOU,36,165.1,60.327736
2009-10,Earl Clark,PHX,22,208.28,102.0582
2010-11,Earl Clark,ORL,23,208.28,102.0582
2011-12,Earl Clark,ORL,24,208.28,102.0582
2012-13,Earl Clark,LAL,25,208.28,102.0582
2013-14,Earl Clark,NYK,26,208.28,106.140528
2014-15,Earl Clark,BKN,27,208.28,106.140528
2005-06,Earl Watson,SEA,27,185.42,88.45044
2006-07,Earl Watson,SEA,28,185.42,88.45044
2007-08,Earl Watson,SEA,29,185.42,83.91452
2008-09,Earl Watson,OKC,30,185.42,83.91452
2009-10,Earl Watson,IND,31,185.42,83.91452
2010-11,Earl Watson,UTA,32,185.42,88.45044
2011-12,Earl Watson,UTA,33,185.42,90.264808
2012-13,Earl Watson,UTA,34,185.42,90.264808
2013-14,Earl Watson,POR,35,185.42,90.264808
2010-11,Ed Davis,TOR,22,208.28,97.52228
2011-12,Ed Davis,TOR,23,208.28,105.233344
2012-13,Ed Davis,MEM,24,208.28,105.233344
2013-14,Ed Davis,MEM,25,208.28,102.0582
2014-15,Ed Davis,LAL,26,208.28,108.86208
2015-16,Ed Davis,POR,27,208.28,108.86208
2016-17,Ed Davis,POR,28,208.28,111.13004
2017-18,Ed Davis,POR,29,208.28,111.13004
2018-19,Ed Davis,BKN,30,208.28,102.0582
2019-20,Ed Davis,UTA,31,205.74,98.883056
2020-21,Ed Davis,MIN,32,205.74,98.883056
2021-22,Ed Davis,CLE,33,205.74,98.883056
2005-06,Eddie Basden,CHI,23,195.58,97.52228
2005-06,Eddie Gill,IND,27,182.88,86.18248
2007-08,Eddie Gill,SEA,29,182.88,83.007336
2008-09,Eddie Gill,MIL,30,182.88,86.18248
2005-06,Eddie Griffin,MIN,24,208.28,108.86208
2006-07,Eddie Griffin,MIN,25,205.74,100.697424
2005-06,Eddie House,PHX,28,185.42,79.3786
2006-07,Eddie House,NJN,29,185.42,79.3786
2007-08,Eddie House,BOS,30,185.42,79.3786
2008-09,Eddie House,BOS,31,185.42,79.3786
2009-10,Eddie House,NYK,32,185.42,79.3786
2010-11,Eddie House,MIA,33,185.42,86.18248
2005-06,Eddie Jones,MEM,34,198.12,90.7184
2006-07,Eddie Jones,MIA,35,198.12,90.7184
2007-08,Eddie Jones,DAL,36,198.12,90.7184
2005-06,Eddy Curry,NYK,23,210.82,129.27372
2006-07,Eddy Curry,NYK,24,210.82,129.27372
2007-08,Eddy Curry,NYK,25,210.82,129.27372
2008-09,Eddy Curry,NYK,26,210.82,129.27372
2009-10,Eddy Curry,NYK,27,213.36,133.80964
2011-12,Eddy Curry,MIA,29,213.36,133.80964
2012-13,Eddy Curry,DAL,30,213.36,133.80964
2017-18,Edmond Sumner,IND,22,195.58,85.275296
2018-19,Edmond Sumner,IND,23,198.12,79.83219199999998
2019-20,Edmond Sumner,IND,24,193.04,88.904032
2020-21,Edmond Sumner,IND,25,193.04,88.904032
2022-23,Edmond Sumner,BKN,27,193.04,88.904032
2005-06,Eduardo Najera,DEN,29,203.2,99.79024
2006-07,Eduardo Najera,DEN,30,203.2,106.59412
2007-08,Eduardo Najera,DEN,31,203.2,106.59412
2008-09,Eduardo Najera,NJN,32,203.2,106.59412
2009-10,Eduardo Najera,DAL,33,203.2,106.59412
2010-11,Eduardo Najera,CHA,34,203.2,106.59412
2011-12,Eduardo Najera,CHA,35,203.2,106.59412
2011-12,Edwin Ubiles,WAS,25,198.12,92.532768
2015-16,Edy Tavares,ATL,24,220.98,117.93392
2016-17,Edy Tavares,CLE,25,220.98,120.20188
2010-11,Ekpe Udoh,GSW,24,208.28,111.13004
2011-12,Ekpe Udoh,MIL,25,208.28,111.13004
2012-13,Ekpe Udoh,MIL,26,208.28,111.13004
2013-14,Ekpe Udoh,MIL,27,208.28,111.13004
2014-15,Ekpe Udoh,LAC,28,208.28,111.13004
2017-18,Ekpe Udoh,UTA,31,208.28,111.13004
2018-19,Ekpe Udoh,UTA,32,208.28,111.13004
2014-15,Elfrid Payton,ORL,21,193.04,83.91452
2015-16,Elfrid Payton,ORL,22,193.04,83.91452
2016-17,Elfrid Payton,ORL,23,193.04,83.91452
2017-18,Elfrid Payton,PHX,24,193.04,83.91452
2018-19,Elfrid Payton,NOP,25,193.04,83.91452
2019-20,Elfrid Payton,NYK,26,190.5,88.45044
2020-21,Elfrid Payton,NYK,27,190.5,88.45044
2021-22,Elfrid Payton,PHX,28,190.5,88.45044
2013-14,Elias Harris,LAL,24,203.2,108.408488
2018-19,Elie Okobo,PHX,21,190.5,86.18248
2019-20,Elie Okobo,PHX,22,190.5,86.18248
2020-21,Elijah Bryant,MIL,26,195.58,95.25432
2020-21,Elijah Hughes,UTA,23,195.58,97.52228
2021-22,Elijah Hughes,POR,24,195.58,97.52228
2014-15,Elijah Millsap,UTA,27,198.12,97.52228
2015-16,Elijah Millsap,UTA,28,198.12,102.0582
2016-17,Elijah Millsap,PHX,29,200.66,97.52228
2011-12,Elliot Williams,POR,23,196.0,86.0
2013-14,Elliot Williams,PHI,25,196.0,86.0
2014-15,Elliot Williams,PHI,26,196.0,86.0
2015-16,Elliot Williams,CHA,27,196.0,86.0
2005-06,Elton Brand,LAC,27,203.2,115.212368
2006-07,Elton Brand,LAC,28,203.2,115.212368
2007-08,Elton Brand,LAC,29,203.2,115.212368
2008-09,Elton Brand,PHI,30,205.74,115.212368
2009-10,Elton Brand,PHI,31,205.74,115.212368
2010-11,Elton Brand,PHI,32,205.74,115.212368
2011-12,Elton Brand,PHI,33,205.74,115.212368
2012-13,Elton Brand,DAL,34,205.74,115.212368
2013-14,Elton Brand,ATL,35,205.74,115.212368
2014-15,Elton Brand,ATL,36,205.74,115.212368
2015-16,Elton Brand,PHI,37,205.74,115.212368
2018-19,Emanuel Terry,MIA,22,205.74,99.79024
2021-22,Emanuel Terry,PHX,25,205.74,99.79024
2005-06,Emeka Okafor,CHA,23,208.28,114.305184
2006-07,Emeka Okafor,CHA,24,208.28,114.305184
2007-08,Emeka Okafor,CHA,25,208.28,115.66596
2008-09,Emeka Okafor,CHA,26,208.28,115.66596
2009-10,Emeka Okafor,NOH,27,208.28,115.66596
2010-11,Emeka Okafor,NOH,28,208.28,115.66596
2011-12,Emeka Okafor,NOH,29,208.28,115.66596
2012-13,Emeka Okafor,WAS,30,208.28,115.66596
2017-18,Emeka Okafor,NOP,35,208.28,115.66596
2015-16,Emmanuel Mudiay,DEN,20,195.58,90.7184
2016-17,Emmanuel Mudiay,DEN,21,195.58,90.7184
2017-18,Emmanuel Mudiay,NYK,22,195.58,90.7184
2018-19,Emmanuel Mudiay,NYK,23,195.58,90.7184
2019-20,Emmanuel Mudiay,UTA,24,190.5,90.7184
2021-22,Emmanuel Mudiay,SAC,26,190.5,90.7184
2021-22,Enes Freedom,BOS,30,208.28,113.398
2011-12,Enes Kanter,UTA,20,210.82,121.109064
2012-13,Enes Kanter,UTA,21,210.82,121.109064
2013-14,Enes Kanter,UTA,22,210.82,112.037224
2014-15,Enes Kanter,OKC,23,210.82,111.13004
2015-16,Enes Kanter,OKC,24,210.82,111.13004
2016-17,Enes Kanter,OKC,25,210.82,111.13004
2017-18,Enes Kanter,NYK,26,210.82,111.13004
2018-19,Enes Kanter,POR,27,210.82,113.398
2019-20,Enes Kanter,BOS,28,208.28,113.398
2020-21,Enes Kanter,POR,29,208.28,113.398
2010-11,Eric Bledsoe,LAC,21,185.42,88.45044
2011-12,Eric Bledsoe,LAC,22,185.42,88.45044
2012-13,Eric Bledsoe,LAC,23,185.42,88.45044
2013-14,Eric Bledsoe,PHX,24,185.42,88.45044
2014-15,Eric Bledsoe,PHX,25,185.42,88.45044
2015-16,Eric Bledsoe,PHX,26,185.42,86.18248
2016-17,Eric Bledsoe,PHX,27,185.42,92.98636
2017-18,Eric Bledsoe,MIL,28,185.42,92.98636
2018-19,Eric Bledsoe,MIL,29,185.42,92.98636
2019-20,Eric Bledsoe,MIL,30,185.42,97.068688
2020-21,Eric Bledsoe,NOP,31,185.42,97.068688
2021-22,Eric Bledsoe,POR,32,185.42,97.068688
2011-12,Eric Dawson,SAS,27,205.74,113.398
2008-09,Eric Gordon,LAC,20,190.5,100.697424
2009-10,Eric Gordon,LAC,21,190.5,100.697424
2010-11,Eric Gordon,LAC,22,190.5,97.52228
2011-12,Eric Gordon,NOH,23,190.5,97.52228
2012-13,Eric Gordon,NOH,24,190.5,97.52228
2013-14,Eric Gordon,NOP,25,193.04,97.52228
2014-15,Eric Gordon,NOP,26,193.04,97.52228
2015-16,Eric Gordon,NOP,27,193.04,97.52228
2016-17,Eric Gordon,HOU,28,193.04,97.52228
2017-18,Eric Gordon,HOU,29,193.04,97.52228
2018-19,Eric Gordon,HOU,30,193.04,97.52228
2019-20,Eric Gordon,HOU,31,190.5,97.52228
2020-21,Eric Gordon,HOU,32,190.5,97.52228
2021-22,Eric Gordon,HOU,33,190.5,97.52228
2022-23,Eric Gordon,LAC,34,190.5,97.52228
2009-10,Eric Maynor,OKC,23,190.5,79.3786
2010-11,Eric Maynor,OKC,24,190.5,79.3786
2011-12,Eric Maynor,OKC,25,190.5,79.3786
2012-13,Eric Maynor,POR,26,190.5,79.3786
2013-14,Eric Maynor,PHI,27,190.5,79.3786
2019-20,Eric Mika,SAC,25,208.28,105.68693600000002
2014-15,Eric Moreland,SAC,23,208.28,98.883056
2015-16,Eric Moreland,SAC,24,208.28,107.954896
2017-18,Eric Moreland,DET,26,208.28,107.954896
2018-19,Eric Moreland,TOR,27,208.28,107.954896
2019-20,Eric Paschall,GSW,23,198.12,115.66596
2020-21,Eric Paschall,GSW,24,198.12,115.66596
2021-22,Eric Paschall,UTA,25,198.12,115.66596
2005-06,Eric Piatkowski,CHI,35,200.66,97.52228
2006-07,Eric Piatkowski,PHX,36,200.66,97.52228
2007-08,Eric Piatkowski,PHX,37,200.66,97.52228
2005-06,Eric Snow,CLE,33,190.5,92.98636
2006-07,Eric Snow,CLE,34,190.5,92.98636
2007-08,Eric Snow,CLE,35,190.5,92.98636
2005-06,Eric Williams,TOR,33,203.2,99.79024
2006-07,Eric Williams,CHA,34,203.2,99.79024
2005-06,Erick Dampier,DAL,30,210.82,120.20188
2006-07,Erick Dampier,DAL,31,210.82,120.20188
2007-08,Erick Dampier,DAL,32,210.82,120.20188
2008-09,Erick Dampier,DAL,33,210.82,120.20188
2009-10,Erick Dampier,DAL,34,210.82,120.20188
2010-11,Erick Dampier,MIA,35,210.82,120.20188
2011-12,Erick Dampier,ATL,36,210.82,120.20188
2014-15,Erick Green,DEN,24,193.04,83.91452
2015-16,Erick Green,DEN,25,193.04,83.91452
2017-18,Erik McCree,UTA,24,203.2,102.0582
2013-14,Erik Murphy,CHI,23,208.28,104.32616
2006-07,Ersan Ilyasova,MIL,20,205.74,106.59412
2009-10,Ersan Ilyasova,MIL,23,208.28,106.59412
2010-11,Ersan Ilyasova,MIL,24,208.28,106.59412
2011-12,Ersan Ilyasova,MIL,25,208.28,106.59412
2012-13,Ersan Ilyasova,MIL,26,208.28,106.59412
2013-14,Ersan Ilyasova,MIL,27,208.28,106.59412
2014-15,Ersan Ilyasova,MIL,28,208.28,106.59412
2015-16,Ersan Ilyasova,ORL,29,208.28,106.59412
2016-17,Ersan Ilyasova,ATL,30,208.28,106.59412
2017-18,Ersan Ilyasova,PHI,31,208.28,106.59412
2018-19,Ersan Ilyasova,MIL,32,208.28,106.59412
2019-20,Ersan Ilyasova,MIL,33,205.74,106.59412
2020-21,Ersan Ilyasova,UTA,34,205.74,106.59412
2005-06,Ervin Johnson,MIL,38,210.82,111.13004
2005-06,Esteban Batista,ATL,22,208.28,122.46984
2006-07,Esteban Batista,ATL,23,208.28,121.562656
2005-06,Etan Thomas,WAS,28,208.28,117.93392
2006-07,Etan Thomas,WAS,29,208.28,117.93392
2008-09,Etan Thomas,WAS,31,208.28,117.93392
2009-10,Etan Thomas,OKC,32,208.28,117.93392
2010-11,Etan Thomas,ATL,33,208.28,117.93392
2021-22,Eugene Omoruyi,DAL,25,198.12,106.59412
2022-23,Eugene Omoruyi,DET,26,198.12,106.59412
2012-13,Evan Fournier,DEN,20,198.12,90.7184
2013-14,Evan Fournier,DEN,21,198.12,90.7184
2014-15,Evan Fournier,ORL,22,200.66,92.98636
2015-16,Evan Fournier,ORL,23,200.66,92.98636
2016-17,Evan Fournier,ORL,24,200.66,92.98636
2017-18,Evan Fournier,ORL,25,200.66,92.98636
2018-19,Evan Fournier,ORL,26,200.66,92.98636
2019-20,Evan Fournier,ORL,27,200.66,92.98636
2020-21,Evan Fournier,BOS,28,200.66,92.98636
2021-22,Evan Fournier,NYK,29,198.12,92.98636
2022-23,Evan Fournier,NYK,30,198.12,92.98636
2021-22,Evan Mobley,CLE,21,210.82,97.52228
2022-23,Evan Mobley,CLE,22,210.82,97.52228
2010-11,Evan Turner,PHI,22,200.66,92.98636
2011-12,Evan Turner,PHI,23,200.66,92.98636
2012-13,Evan Turner,PHI,24,200.66,99.79024
2013-14,Evan Turner,IND,25,200.66,99.79024
2014-15,Evan Turner,BOS,26,200.66,99.79024
2015-16,Evan Turner,BOS,27,200.66,99.79024
2016-17,Evan Turner,POR,28,200.66,99.79024
2017-18,Evan Turner,POR,29,200.66,99.79024
2018-19,Evan Turner,POR,30,200.66,99.79024
2019-20,Evan Turner,MIN,31,198.12,99.79024
2012-13,Fab Melo,BOS,23,213.36,115.66596
2005-06,Fabricio Oberto,SAS,31,208.28,111.13004
2006-07,Fabricio Oberto,SAS,32,208.28,111.13004
2007-08,Fabricio Oberto,SAS,33,208.28,111.13004
2008-09,Fabricio Oberto,SAS,34,208.28,111.13004
2009-10,Fabricio Oberto,WAS,35,208.28,111.13004
2010-11,Fabricio Oberto,POR,36,208.28,111.13004
2020-21,Facundo Campazzo,DEN,30,177.8,88.45044
2021-22,Facundo Campazzo,DEN,31,177.8,88.45044
2022-23,Facundo Campazzo,DAL,32,177.8,88.45044
2021-22,Feron Hunt,NYK,22,203.2,88.45044
2012-13,Festus Ezeli,GSW,23,210.82,115.66596
2014-15,Festus Ezeli,GSW,25,210.82,120.20188
2015-16,Festus Ezeli,GSW,26,210.82,120.20188
2005-06,Flip Murray,CLE,26,190.5,89.357624
2006-07,Flip Murray,DET,27,190.5,89.357624
2007-08,Flip Murray,IND,28,190.5,89.357624
2008-09,Flip Murray,ATL,29,190.5,90.7184
2009-10,Flip Murray,CHI,30,190.5,90.7184
2005-06,Francisco Elson,DEN,30,213.36,106.59412
2006-07,Francisco Elson,SAS,31,213.36,106.59412
2007-08,Francisco Elson,SEA,32,213.36,106.59412
2008-09,Francisco Elson,MIL,33,213.36,106.59412
2009-10,Francisco Elson,PHI,34,213.36,108.86208
2010-11,Francisco Elson,UTA,35,213.36,108.86208
2011-12,Francisco Elson,PHI,36,213.36,108.86208
2005-06,Francisco Garcia,SAC,24,200.66,88.45044
2006-07,Francisco Garcia,SAC,25,200.66,88.45044
2007-08,Francisco Garcia,SAC,26,200.66,88.45044
2008-09,Francisco Garcia,SAC,27,200.66,88.45044
2009-10,Francisco Garcia,SAC,28,200.66,88.45044
2010-11,Francisco Garcia,SAC,29,200.66,88.45044
2011-12,Francisco Garcia,SAC,30,200.66,88.45044
2012-13,Francisco Garcia,HOU,31,200.66,88.45044
2013-14,Francisco Garcia,HOU,32,200.66,88.45044
2014-15,Francisco Garcia,HOU,33,200.66,97.52228
2018-19,Frank Jackson,NOP,21,190.5,92.98636
2019-20,Frank Jackson,NOP,22,190.5,92.98636
2020-21,Frank Jackson,DET,23,190.5,92.98636
2021-22,Frank Jackson,DET,24,190.5,92.98636
2022-23,Frank Jackson,UTA,25,190.5,92.98636
2015-16,Frank Kaminsky,CHA,23,213.36,108.86208
2016-17,Frank Kaminsky,CHA,24,213.36,108.86208
2017-18,Frank Kaminsky,CHA,25,213.36,109.769264
2018-19,Frank Kaminsky,CHA,26,213.36,109.769264
2019-20,Frank Kaminsky,PHX,27,213.36,108.86208
2020-21,Frank Kaminsky,PHX,28,213.36,108.86208
2021-22,Frank Kaminsky,PHX,29,213.36,108.86208
2022-23,Frank Kaminsky,HOU,30,213.36,108.86208
2017-18,Frank Mason,SAC,24,180.34,86.18248
