season,player_name,team_abbreviation,age,player_height,player_weight
2005-06,Darko Milicic,ORL,21,213.36,111.13004
2006-07,Darko Milicic,ORL,22,213.36,124.7378
2007-08,Darko Milicic,MEM,23,213.36,124.7378
2008-09,Darko Milicic,MEM,24,213.36,124.7378
2009-10,Darko Milicic,MIN,25,213.36,124.7378
2010-11,Darko Milicic,MIN,26,213.36,124.7378
2011-12,Darko Milicic,MIN,27,213.36,124.7378
2012-13,Darko Milicic,BOS,28,213.36,124.7378
2008-09,Darnell Jackson,CLE,23,205.74,114.758776
2009-10,Darnell Jackson,MIL,24,205.74,114.758776
2010-11,Darnell Jackson,SAC,25,205.74,114.758776
2005-06,Darrell Armstrong,DAL,38,185.42,81.64656
2006-07,Darrell Armstrong,IND,39,185.42,81.64656
2007-08,Darrell Armstrong,NJN,40,185.42,81.64656
2008-09,Darrell Arthur,MEM,21,205.74,102.0582
2009-10,Darrell Arthur,MEM,22,205.74,106.59412
2010-11,Darrell Arthur,MEM,23,205.74,106.59412
2012-13,Darrell Arthur,MEM,25,205.74,106.59412
2013-14,Darrell Arthur,DEN,26,205.74,106.59412
2014-15,Darrell Arthur,DEN,27,205.74,106.59412
2015-16,Darrell Arthur,DEN,28,205.74,106.59412
2016-17,Darrell Arthur,DEN,29,205.74,106.59412
2017-18,Darrell Arthur,DEN,30,205.74,106.59412
2009-10,Darren Collison,NOH,22,182.88,72.57472
2010-11,Darren Collison,IND,23,182.88,72.57472
2011-12,Darren Collison,IND,24,182.88,72.57472
2012-13,Darren Collison,DAL,25,182.88,79.3786
2013-14,Darren Collison,LAC,26,182.88,79.3786
2014-15,Darren Collison,SAC,27,182.88,79.3786
2015-16,Darren Collison,SAC,28,182.88,79.3786
2016-17,Darren Collison,SAC,29,182.88,79.3786
2017-18,Darren Collison,IND,30,187.96,83.91452
2018-19,Darren Collison,IND,31,182.88,79.3786
2021-22,Darren Collison,LAL,34,182.88,72.57472
2005-06,Darrick Martin,TOR,35,180.34,77.11064
2006-07,Darrick Martin,TOR,36,180.34,77.11064
2007-08,Darrick Martin,TOR,37,180.34,77.11064
2015-16,Darrun Hilliard,DET,23,198.12,92.98636
2016-17,Darrun Hilliard,DET,24,198.12,92.98636
2017-18,Darrun Hilliard,SAS,25,198.12,99.79024
2007-08,Darryl Watkins,SAC,23,210.82,117.026736
2011-12,Darryl Watkins,NOH,27,210.82,117.026736
2018-19,Daryl Macon,DAL,23,190.5,83.91452
2019-20,Daryl Macon,MIA,24,187.96,83.91452
2009-10,David Andersen,HOU,30,210.82,111.13004
2010-11,David Andersen,NOH,31,210.82,112.037224
2021-22,David Duke Jr.,BKN,22,193.04,92.532768
2022-23,David Duke Jr.,BKN,23,193.04,92.532768
2005-06,David Harrison,IND,23,213.36,127.00576
2006-07,David Harrison,IND,24,213.36,127.00576
2007-08,David Harrison,IND,25,213.36,127.00576
2021-22,David Johnson,TOR,21,193.04,92.079176
2005-06,David Lee,NYK,23,205.74,112.944408
2006-07,David Lee,NYK,24,205.74,112.944408
2007-08,David Lee,NYK,25,205.74,108.86208
2008-09,David Lee,NYK,26,205.74,108.86208
2009-10,David Lee,NYK,27,205.74,113.398
2010-11,David Lee,GSW,28,205.74,108.86208
2011-12,David Lee,GSW,29,205.74,108.86208
2012-13,David Lee,GSW,30,205.74,108.86208
2013-14,David Lee,GSW,31,205.74,108.86208
2014-15,David Lee,GSW,32,205.74,111.13004
2015-16,David Lee,DAL,33,205.74,111.13004
2016-17,David Lee,SAS,34,205.74,111.13004
2006-07,David Noel,MIL,23,198.12,104.32616
2016-17,David Nwaba,LAL,24,193.04,94.800728
2017-18,David Nwaba,CHI,25,193.04,94.800728
2018-19,David Nwaba,CLE,26,193.04,99.336648
2019-20,David Nwaba,HOU,27,195.58,99.336648
2020-21,David Nwaba,HOU,28,195.58,99.336648
2021-22,David Nwaba,HOU,29,195.58,99.336648
2022-23,David Roddy,MEM,22,193.04,115.66596
2014-15,David Stockton,SAC,24,180.34,74.84268
2017-18,David Stockton,UTA,27,180.34,74.84268
2014-15,David Wear,SAC,24,208.28,104.32616
2005-06,David Wesley,HOU,35,185.42,92.079176
2006-07,David Wesley,CLE,36,185.42,92.079176
2005-06,David West,NOK,25,205.74,108.86208
2006-07,David West,NOK,26,205.74,108.86208
2007-08,David West,NOH,27,205.74,108.86208
2008-09,David West,NOH,28,205.74,108.86208
2009-10,David West,NOH,29,205.74,108.86208
2010-11,David West,NOH,30,205.74,108.86208
2011-12,David West,IND,31,205.74,108.86208
2012-13,David West,IND,32,205.74,113.398
2013-14,David West,IND,33,205.74,113.398
2014-15,David West,IND,34,205.74,113.398
2015-16,David West,SAS,35,205.74,113.398
2016-17,David West,GSW,36,205.74,113.398
2017-18,David West,GSW,37,205.74,113.398
2021-22,Davion Mitchell,SAC,23,182.88,91.625584
2022-23,Davion Mitchell,SAC,24,182.88,91.625584
2016-17,Davis Bertans,SAS,24,208.28,95.25432
2017-18,Davis Bertans,SAS,25,208.28,95.25432
2018-19,Davis Bertans,SAS,26,208.28,102.0582
2019-20,Davis Bertans,WAS,27,208.28,102.0582
2020-21,Davis Bertans,WAS,28,208.28,102.0582
2021-22,Davis Bertans,DAL,29,208.28,102.0582
2022-23,Davis Bertans,DAL,30,208.28,102.0582
2017-18,Davon Reed,PHX,23,198.12,95.25432
2018-19,Davon Reed,IND,24,195.58,94.347136
2021-22,Davon Reed,DEN,27,195.58,93.439952
2022-23,Davon Reed,LAL,28,195.58,93.439952
2021-22,Day'Ron Sharpe,BKN,20,205.74,120.20188
2022-23,Day'Ron Sharpe,BKN,21,205.74,120.20188
2017-18,De'Aaron Fox,SAC,20,190.5,79.3786
2018-19,De'Aaron Fox,SAC,21,190.5,79.3786
2019-20,De'Aaron Fox,SAC,22,190.5,83.91452
2020-21,De'Aaron Fox,SAC,23,190.5,83.91452
2021-22,De'Aaron Fox,SAC,24,190.5,83.91452
2022-23,De'Aaron Fox,SAC,25,190.5,83.91452
2019-20,De'Andre Hunter,ATL,22,200.66,102.0582
2020-21,De'Andre Hunter,ATL,23,203.2,102.0582
2021-22,De'Andre Hunter,ATL,24,203.2,100.243832
2022-23,De'Andre Hunter,ATL,25,203.2,100.243832
2018-19,De'Anthony Melton,PHX,21,193.04,90.7184
2019-20,De'Anthony Melton,MEM,22,187.96,90.7184
2020-21,De'Anthony Melton,MEM,23,187.96,90.7184
2021-22,De'Anthony Melton,MEM,24,187.96,90.7184
2022-23,De'Anthony Melton,PHI,25,187.96,90.7184
2008-09,DeAndre Jordan,LAC,20,210.82,113.398
2009-10,DeAndre Jordan,LAC,21,210.82,113.398
2010-11,DeAndre Jordan,LAC,22,210.82,120.20188
2011-12,DeAndre Jordan,LAC,23,210.82,120.20188
2012-13,DeAndre Jordan,LAC,24,210.82,120.20188
2013-14,DeAndre Jordan,LAC,25,210.82,120.20188
2014-15,DeAndre Jordan,LAC,26,210.82,120.20188
2015-16,DeAndre Jordan,LAC,27,210.82,120.20188
2016-17,DeAndre Jordan,LAC,28,210.82,120.20188
2017-18,DeAndre Jordan,LAC,29,210.82,120.20188
2018-19,DeAndre Jordan,NYK,30,210.82,120.20188
2019-20,DeAndre Jordan,BKN,31,210.82,120.20188
2020-21,DeAndre Jordan,BKN,32,210.82,120.20188
2021-22,DeAndre Jordan,PHI,33,210.82,120.20188
2022-23,DeAndre Jordan,DEN,34,210.82,120.20188
2011-12,DeAndre Liggins,ORL,24,198.12,94.800728
2012-13,DeAndre Liggins,OKC,25,198.12,94.800728
2013-14,DeAndre Liggins,MIA,26,198.12,94.800728
2016-17,DeAndre Liggins,DAL,29,198.12,94.800728
2017-18,DeAndre Liggins,NOP,30,198.12,94.800728
2016-17,DeAndre' Bembry,ATL,22,198.12,95.25432
2017-18,DeAndre' Bembry,ATL,23,198.12,95.25432
2018-19,DeAndre' Bembry,ATL,24,198.12,95.25432
2019-20,DeAndre' Bembry,ATL,25,195.58,95.25432
2020-21,DeAndre' Bembry,TOR,26,195.58,95.25432
2021-22,DeAndre' Bembry,MIL,27,195.58,95.25432
2021-22,DeJon Jarreau,IND,24,195.58,83.91452
2009-10,DeJuan Blair,SAS,21,200.66,120.20188
2010-11,DeJuan Blair,SAS,22,200.66,122.46984
2011-12,DeJuan Blair,SAS,23,200.66,122.46984
2012-13,DeJuan Blair,SAS,24,200.66,122.46984
2013-14,DeJuan Blair,DAL,25,200.66,122.46984
2014-15,DeJuan Blair,WAS,26,200.66,122.46984
2015-16,DeJuan Blair,WAS,27,200.66,122.46984
2009-10,DeMar DeRozan,TOR,20,200.66,99.79024
2010-11,DeMar DeRozan,TOR,21,200.66,99.79024
2011-12,DeMar DeRozan,TOR,22,200.66,97.975872
2012-13,DeMar DeRozan,TOR,23,200.66,97.975872
2013-14,DeMar DeRozan,TOR,24,200.66,97.975872
2014-15,DeMar DeRozan,TOR,25,200.66,99.79024
2015-16,DeMar DeRozan,TOR,26,200.66,99.79024
2016-17,DeMar DeRozan,TOR,27,200.66,99.79024
2017-18,DeMar DeRozan,TOR,28,200.66,99.79024
2018-19,DeMar DeRozan,SAS,29,200.66,99.79024
2019-20,DeMar DeRozan,SAS,30,198.12,99.79024
2020-21,DeMar DeRozan,SAS,31,198.12,99.79024
2021-22,DeMar DeRozan,CHI,32,198.12,99.79024
2022-23,DeMar DeRozan,CHI,33,198.12,99.79024
2010-11,DeMarcus Cousins,SAC,20,210.82,122.46984
2011-12,DeMarcus Cousins,SAC,21,210.82,122.46984
2012-13,DeMarcus Cousins,SAC,22,210.82,122.46984
2013-14,DeMarcus Cousins,SAC,23,210.82,122.46984
2014-15,DeMarcus Cousins,SAC,24,210.82,122.46984
2015-16,DeMarcus Cousins,SAC,25,210.82,122.46984
2016-17,DeMarcus Cousins,NOP,26,210.82,122.46984
2017-18,DeMarcus Cousins,NOP,27,210.82,122.46984
2018-19,DeMarcus Cousins,GSW,28,210.82,122.46984
2020-21,DeMarcus Cousins,LAC,30,208.28,122.46984
2021-22,DeMarcus Cousins,DEN,31,208.28,122.46984
2008-09,DeMarcus Nelson,GSW,23,193.04,90.7184
2009-10,DeMarre Carroll,MEM,23,203.2,96.161504
2010-11,DeMarre Carroll,HOU,24,203.2,96.161504
2011-12,DeMarre Carroll,UTA,25,203.2,96.161504
2012-13,DeMarre Carroll,UTA,26,203.2,96.161504
2013-14,DeMarre Carroll,ATL,27,203.2,96.161504
2014-15,DeMarre Carroll,ATL,28,203.2,96.161504
2015-16,DeMarre Carroll,TOR,29,203.2,96.161504
2016-17,DeMarre Carroll,TOR,30,203.2,96.161504
2017-18,DeMarre Carroll,BKN,31,203.2,97.52228
2018-19,DeMarre Carroll,BKN,32,203.2,97.52228
2019-20,DeMarre Carroll,HOU,33,198.12,97.52228
2012-13,DeQuan Jones,ORL,23,203.2,100.243832
2005-06,DeSagana Diop,DAL,24,213.36,127.00576
2006-07,DeSagana Diop,DAL,25,213.36,127.00576
2007-08,DeSagana Diop,NJN,26,213.36,127.00576
2008-09,DeSagana Diop,CHA,27,213.36,127.00576
2009-10,DeSagana Diop,CHA,28,213.36,127.00576
2010-11,DeSagana Diop,CHA,29,213.36,127.00576
2011-12,DeSagana Diop,CHA,30,213.36,127.00576
2012-13,DeSagana Diop,CHA,31,213.36,127.00576
2005-06,DeShawn Stevenson,ORL,25,195.58,95.25432
2006-07,DeShawn Stevenson,WAS,26,195.58,98.883056
2007-08,DeShawn Stevenson,WAS,27,195.58,98.883056
2008-09,DeShawn Stevenson,WAS,28,195.58,98.883056
2009-10,DeShawn Stevenson,DAL,29,195.58,98.883056
2010-11,DeShawn Stevenson,DAL,30,195.58,98.883056
2011-12,DeShawn Stevenson,NJN,31,195.58,98.883056
2012-13,DeShawn Stevenson,ATL,32,195.58,98.883056
2018-19,DeVaughn Akoon-Purcell,DEN,26,198.12,90.7184
2019-20,Dean Wade,CLE,23,205.74,103.418976
2020-21,Dean Wade,CLE,24,205.74,103.418976
2021-22,Dean Wade,CLE,25,205.74,103.418976
2022-23,Dean Wade,CLE,26,205.74,103.418976
2018-19,Deandre Ayton,PHX,20,215.9,113.398
2019-20,Deandre Ayton,PHX,21,210.82,113.398
2020-21,Deandre Ayton,PHX,22,210.82,113.398
2021-22,Deandre Ayton,PHX,23,210.82,113.398
2022-23,Deandre Ayton,PHX,24,213.36,113.398
2006-07,Dee Brown,UTA,22,182.88,82.10015200000001
2008-09,Dee Brown,PHX,24,182.88,83.91452
2020-21,Deividas Sirvydis,DET,21,203.2,86.18248
2021-22,Deividas Sirvydis,DET,22,203.2,86.18248
2016-17,Dejounte Murray,SAS,20,195.58,77.11064
2017-18,Dejounte Murray,SAS,21,195.58,77.11064
2019-20,Dejounte Murray,SAS,23,193.04,81.64656
2020-21,Dejounte Murray,SAS,24,193.04,81.64656
2021-22,Dejounte Murray,SAS,25,193.04,81.64656
2022-23,Dejounte Murray,ATL,26,195.58,81.64656
2015-16,Delon Wright,TOR,24,195.58,86.18248
2016-17,Delon Wright,TOR,25,195.58,86.18248
2017-18,Delon Wright,TOR,26,195.58,86.18248
2018-19,Delon Wright,MEM,27,195.58,83.007336
2019-20,Delon Wright,DAL,28,195.58,83.91452
2020-21,Delon Wright,SAC,29,195.58,83.91452
2021-22,Delon Wright,ATL,30,195.58,83.91452
2022-23,Delon Wright,WAS,31,195.58,83.91452
2005-06,Delonte West,BOS,22,193.04,81.64656
2006-07,Delonte West,BOS,23,193.04,81.64656
2007-08,Delonte West,CLE,24,190.5,81.64656
2008-09,Delonte West,CLE,25,190.5,81.64656
2009-10,Delonte West,CLE,26,190.5,81.64656
2010-11,Delonte West,BOS,27,190.5,81.64656
2011-12,Delonte West,DAL,28,190.5,81.64656
2007-08,Demetris Nichols,CHI,23,203.2,97.975872
2008-09,Demetris Nichols,NYK,24,203.2,97.975872
2016-17,Demetrius Jackson,BOS,22,185.42,91.171992
2017-18,Demetrius Jackson,PHI,23,185.42,91.171992
2018-19,Demetrius Jackson,PHI,24,185.42,91.171992
2018-19,Deng Adel,CLE,22,200.66,90.7184
2005-06,Deng Gai,PHI,24,205.74,113.398
2020-21,Deni Avdija,WAS,20,205.74,95.25432
2021-22,Deni Avdija,WAS,21,205.74,95.25432
2022-23,Deni Avdija,WAS,22,205.74,95.25432
2011-12,Dennis Horner,NJN,24,205.74,104.32616
2013-14,Dennis Schroder,ATL,20,185.42,76.203456
2014-15,Dennis Schroder,ATL,21,185.42,76.203456
2015-16,Dennis Schroder,ATL,22,185.42,78.017824
2016-17,Dennis Schroder,ATL,23,185.42,78.017824
2017-18,Dennis Schroder,ATL,24,185.42,78.017824
2018-19,Dennis Schroder,OKC,25,185.42,78.017824
2019-20,Dennis Schroder,OKC,26,185.42,78.017824
2020-21,Dennis Schroder,LAL,27,190.5,78.017824
2021-22,Dennis Schroder,HOU,28,185.42,78.017824
2022-23,Dennis Schroder,LAL,29,185.42,78.017824
2017-18,Dennis Smith Jr.,DAL,20,190.5,88.45044
2018-19,Dennis Smith Jr.,NYK,21,190.5,88.45044
2019-20,Dennis Smith Jr.,NYK,22,187.96,92.98636
2020-21,Dennis Smith Jr.,DET,23,187.96,92.98636
2021-22,Dennis Smith Jr.,POR,24,187.96,92.98636
2022-23,Dennis Smith Jr.,CHA,25,187.96,92.98636
2016-17,Denzel Valentine,CHI,23,198.12,96.161504
2017-18,Denzel Valentine,CHI,24,198.12,97.068688
2019-20,Denzel Valentine,CHI,26,193.04,99.79024
2020-21,Denzel Valentine,CHI,27,193.04,99.79024
2021-22,Denzel Valentine,UTA,28,193.04,99.79024
2018-19,Deonte Burton,OKC,25,195.58,111.13004
2019-20,Deonte Burton,OKC,26,193.04,108.86208
2022-23,Deonte Burton,SAC,29,193.04,108.86208
2005-06,DerMarr Johnson,DEN,26,205.74,95.25432
2006-07,DerMarr Johnson,DEN,27,205.74,95.25432
2007-08,DerMarr Johnson,SAS,28,205.74,95.25432
2005-06,Derek Anderson,MIA,31,195.58,88.45044
2006-07,Derek Anderson,CHA,32,195.58,88.45044
2007-08,Derek Anderson,CHA,33,195.58,88.45044
2005-06,Derek Fisher,GSW,31,185.42,92.98636
2006-07,Derek Fisher,UTA,32,185.42,95.707912
2007-08,Derek Fisher,LAL,33,185.42,95.25432
2008-09,Derek Fisher,LAL,34,185.42,95.25432
2009-10,Derek Fisher,LAL,35,185.42,95.25432
2010-11,Derek Fisher,LAL,36,185.42,95.25432
2011-12,Derek Fisher,OKC,37,185.42,95.25432
2012-13,Derek Fisher,OKC,38,185.42,95.25432
2013-14,Derek Fisher,OKC,39,185.42,95.25432
2022-23,Dereon Seabron,NOP,23,195.58,81.64656
2005-06,Deron Williams,UTA,22,190.5,95.25432
2006-07,Deron Williams,UTA,23,190.5,92.98636
2007-08,Deron Williams,UTA,24,190.5,92.98636
2008-09,Deron Williams,UTA,25,190.5,93.893544
2009-10,Deron Williams,UTA,26,190.5,93.893544
2010-11,Deron Williams,NJN,27,190.5,94.800728
2011-12,Deron Williams,NJN,28,190.5,94.800728
2012-13,Deron Williams,BKN,29,190.5,94.800728
2013-14,Deron Williams,BKN,30,190.5,94.800728
2014-15,Deron Williams,BKN,31,190.5,90.7184
2015-16,Deron Williams,DAL,32,190.5,90.7184
2016-17,Deron Williams,CLE,33,190.5,90.7184
2009-10,Derrick Brown,CHA,22,203.2,102.965384
2010-11,Derrick Brown,NYK,23,203.2,99.79024
2011-12,Derrick Brown,CHA,24,203.2,105.68693600000002
2011-12,Derrick Byars,SAS,28,200.66,99.79024
2010-11,Derrick Caracter,LAL,23,205.74,124.7378
2010-11,Derrick Favors,UTA,19,208.28,111.583632
2011-12,Derrick Favors,UTA,20,208.28,112.490816
2012-13,Derrick Favors,UTA,21,208.28,112.490816
2013-14,Derrick Favors,UTA,22,208.28,121.562656
2014-15,Derrick Favors,UTA,23,208.28,118.841104
2015-16,Derrick Favors,UTA,24,208.28,120.20188
2016-17,Derrick Favors,UTA,25,208.28,120.20188
2017-18,Derrick Favors,UTA,26,208.28,120.20188
2018-19,Derrick Favors,UTA,27,208.28,120.20188
2019-20,Derrick Favors,NOP,28,205.74,120.20188
2020-21,Derrick Favors,UTA,29,205.74,120.20188
2021-22,Derrick Favors,OKC,30,205.74,120.20188
2016-17,Derrick Jones Jr.,PHX,20,200.66,86.18248
2017-18,Derrick Jones Jr.,MIA,21,200.66,90.7184
2018-19,Derrick Jones Jr.,MIA,22,200.66,90.7184
2019-20,Derrick Jones Jr.,MIA,23,198.12,95.25432
2020-21,Derrick Jones Jr.,POR,24,195.58,95.25432
2021-22,Derrick Jones Jr.,CHI,25,198.12,95.25432
2022-23,Derrick Jones Jr.,CHI,26,198.12,95.25432
2008-09,Derrick Rose,CHI,20,190.5,86.18248
2009-10,Derrick Rose,CHI,21,190.5,86.18248
2010-11,Derrick Rose,CHI,22,190.5,86.18248
2011-12,Derrick Rose,CHI,23,190.5,86.18248
2013-14,Derrick Rose,CHI,25,190.5,86.18248
2014-15,Derrick Rose,CHI,26,190.5,86.18248
2015-16,Derrick Rose,CHI,27,190.5,86.18248
2016-17,Derrick Rose,NYK,28,190.5,86.18248
2017-18,Derrick Rose,MIN,29,190.5,86.18248
2018-19,Derrick Rose,MIN,30,190.5,90.7184
2019-20,Derrick Rose,DET,31,187.96,90.7184
2020-21,Derrick Rose,NYK,32,187.96,90.7184
2021-22,Derrick Rose,NYK,33,187.96,90.7184
2022-23,Derrick Rose,NYK,34,190.5,90.7184
2017-18,Derrick Walton Jr.,MIA,23,185.42,83.91452
2019-20,Derrick Walton Jr.,DET,25,182.88,83.91452
2021-22,Derrick Walton Jr.,DET,27,182.88,83.91452
2017-18,Derrick White,SAS,23,193.04,86.18248
2018-19,Derrick White,SAS,24,193.04,86.18248
2019-20,Derrick White,SAS,25,193.04,86.18248
2020-21,Derrick White,SAS,26,193.04,86.18248
2021-22,Derrick White,BOS,27,193.04,86.18248
2022-23,Derrick White,BOS,28,193.04,86.18248
2011-12,Derrick Williams,MIN,21,203.2,109.315672
2012-13,Derrick Williams,MIN,22,203.2,109.315672
2013-14,Derrick Williams,SAC,23,203.2,108.86208
2014-15,Derrick Williams,SAC,24,203.2,108.86208
2015-16,Derrick Williams,NYK,25,203.2,108.86208
2016-17,Derrick Williams,CLE,26,203.2,108.86208
2017-18,Derrick Williams,LAL,27,203.2,108.86208
2005-06,Derrick Zimmerman,NJN,24,190.5,88.45044
2006-07,Desmon Farmer,SEA,25,195.58,99.79024
2008-09,Desmon Farmer,SAS,27,195.58,99.79024
2020-21,Desmond Bane,MEM,23,195.58,97.52228
2021-22,Desmond Bane,MEM,24,195.58,97.52228
2022-23,Desmond Bane,MEM,25,195.58,97.52228
2005-06,Desmond Mason,NOK,28,195.58,100.697424
2006-07,Desmond Mason,NOK,29,195.58,100.697424
2007-08,Desmond Mason,MIL,30,195.58,100.697424
2008-09,Desmond Mason,OKC,31,195.58,100.697424
2009-10,Desmond Mason,SAC,32,195.58,100.697424
2005-06,Devean George,LAL,28,203.2,106.59412
2006-07,Devean George,DAL,29,203.2,106.59412
2007-08,Devean George,DAL,30,203.2,106.59412
2008-09,Devean George,DAL,31,203.2,106.59412
2009-10,Devean George,GSW,32,203.2,106.59412
2015-16,Devin Booker,PHX,19,198.12,93.439952
2016-17,Devin Booker,PHX,20,198.12,93.439952
2017-18,Devin Booker,PHX,21,198.12,95.25432
2018-19,Devin Booker,PHX,22,198.12,95.25432
2019-20,Devin Booker,PHX,23,195.58,93.439952
2020-21,Devin Booker,PHX,24,195.58,93.439952
2021-22,Devin Booker,PHX,25,195.58,93.439952
2022-23,Devin Booker,PHX,26,195.58,93.439952
2005-06,Devin Brown,UTA,27,195.58,99.79024
2006-07,Devin Brown,NOK,28,195.58,99.79024
2007-08,Devin Brown,CLE,29,195.58,95.25432
2008-09,Devin Brown,NOH,30,195.58,95.25432
2009-10,Devin Brown,CHI,31,195.58,95.25432
2020-21,Devin Cannady,ORL,25,187.96,83.007336
2021-22,Devin Cannady,ORL,26,187.96,83.007336
2010-11,Devin Ebanks,LAL,21,205.74,97.52228
2011-12,Devin Ebanks,LAL,22,205.74,97.52228
2012-13,Devin Ebanks,LAL,23,205.74,97.52228
2005-06,Devin Green,LAL,23,200.66,96.161504
2005-06,Devin Harris,DAL,23,190.5,83.91452
2006-07,Devin Harris,DAL,24,190.5,83.91452
2007-08,Devin Harris,NJN,25,190.5,83.91452
2008-09,Devin Harris,NJN,26,190.5,83.91452
2009-10,Devin Harris,NJN,27,190.5,86.18248
2010-11,Devin Harris,UTA,28,190.5,86.18248
2011-12,Devin Harris,UTA,29,190.5,87.089664
2012-13,Devin Harris,ATL,30,190.5,87.089664
2013-14,Devin Harris,DAL,31,190.5,87.089664
2014-15,Devin Harris,DAL,32,190.5,87.089664
2015-16,Devin Harris,DAL,33,190.5,83.91452
2016-17,Devin Harris,DAL,34,190.5,83.91452
2017-18,Devin Harris,DEN,35,190.5,83.91452
2018-19,Devin Harris,DAL,36,190.5,83.91452
2017-18,Devin Robinson,WAS,23,203.2,90.7184
2018-19,Devin Robinson,WAS,24,203.2,90.7184
2020-21,Devin Vassell,SAS,20,195.58,90.7184
2021-22,Devin Vassell,SAS,21,195.58,90.7184
2022-23,Devin Vassell,SAS,22,195.58,90.7184
2020-21,Devon Dotson,CHI,21,187.96,83.91452
2021-22,Devon Dotson,CHI,22,185.42,83.91452
2022-23,Devon Dotson,WAS,23,185.42,83.91452
2019-20,Devon Hall,OKC,24,195.58,97.52228
2019-20,Devontae Cacok,LAL,23,203.2,108.86208
2020-21,Devontae Cacok,LAL,24,200.66,108.86208
2021-22,Devontae Cacok,SAS,25,200.66,108.86208
2018-19,Devonte' Graham,CHA,24,187.96,83.91452
2019-20,Devonte' Graham,CHA,25,185.42,88.45044
2020-21,Devonte' Graham,CHA,26,185.42,88.45044
2021-22,Devonte' Graham,NOP,27,185.42,88.45044
2022-23,Devonte' Graham,SAS,28,185.42,88.45044
2014-15,Devyn Marble,ORL,22,198.12,90.7184
2015-16,Devyn Marble,ORL,23,198.12,90.7184
2019-20,Dewan Hernandez,TOR,23,208.28,106.59412
2013-14,Dewayne Dedmon,ORL,24,213.36,115.66596
2014-15,Dewayne Dedmon,ORL,25,213.36,111.13004
2015-16,Dewayne Dedmon,ORL,26,213.36,111.13004
2016-17,Dewayne Dedmon,SAS,27,213.36,111.13004
2017-18,Dewayne Dedmon,ATL,28,213.36,111.13004
2018-19,Dewayne Dedmon,ATL,29,213.36,111.13004
2019-20,Dewayne Dedmon,ATL,30,213.36,111.13004
2020-21,Dewayne Dedmon,MIA,31,213.36,111.13004
2021-22,Dewayne Dedmon,MIA,32,213.36,111.13004
2022-23,Dewayne Dedmon,PHI,33,208.28,111.13004
2010-11,Dexter Pittman,MIA,23,210.82,139.70633600000002
2011-12,Dexter Pittman,MIA,24,210.82,129.27372
2012-13,Dexter Pittman,MEM,25,210.82,129.27372
2013-14,Dexter Pittman,ATL,26,210.82,129.27372
2016-17,Deyonta Davis,MEM,20,208.28,108.86208
2017-18,Deyonta Davis,MEM,21,210.82,107.501304
2018-19,Deyonta Davis,ATL,22,210.82,107.501304
2016-17,Diamond Stone,LAC,20,210.82,115.66596
2012-13,Diante Garrett,PHX,24,193.04,86.18248
2013-14,Diante Garrett,UTA,25,193.04,86.18248
2020-21,Didi Louzada,NOP,21,195.58,85.275296
2021-22,Didi Louzada,POR,22,195.58,85.275296
2005-06,Dijon Thompson,PHX,23,200.66,88.45044
2006-07,Dijon Thompson,ATL,24,203.2,90.7184
2005-06,Dikembe Mutombo,HOU,40,218.44,120.20188
2006-07,Dikembe Mutombo,HOU,41,218.44,117.93392
2007-08,Dikembe Mutombo,HOU,42,218.44,117.93392
2008-09,Dikembe Mutombo,HOU,43,218.44,117.93392
2017-18,Dillon Brooks,MEM,22,198.12,99.79024
2018-19,Dillon Brooks,MEM,23,198.12,99.79024
2019-20,Dillon Brooks,MEM,24,200.66,102.0582
2020-21,Dillon Brooks,MEM,25,200.66,102.0582
2021-22,Dillon Brooks,MEM,26,200.66,102.0582
2022-23,Dillon Brooks,MEM,27,198.12,102.0582
2012-13,Dion Waiters,CLE,21,193.04,97.52228
2013-14,Dion Waiters,CLE,22,193.04,102.0582
2014-15,Dion Waiters,OKC,23,193.04,102.0582
2015-16,Dion Waiters,OKC,24,193.04,99.79024
2016-17,Dion Waiters,MIA,25,193.04,99.79024
2017-18,Dion Waiters,MIA,26,193.04,97.52228
2018-19,Dion Waiters,MIA,27,193.04,97.52228
2019-20,Dion Waiters,LAL,28,190.5,95.25432
2013-14,Dionte Christmas,PHX,27,195.58,92.98636
2005-06,Dirk Nowitzki,DAL,28,213.36,111.13004
2006-07,Dirk Nowitzki,DAL,29,213.36,111.13004
2007-08,Dirk Nowitzki,DAL,30,213.36,111.13004
2008-09,Dirk Nowitzki,DAL,31,213.36,111.13004
2009-10,Dirk Nowitzki,DAL,32,213.36,111.13004
2010-11,Dirk Nowitzki,DAL,33,213.36,111.13004
2011-12,Dirk Nowitzki,DAL,34,213.36,111.13004
2012-13,Dirk Nowitzki,DAL,35,213.36,111.13004
2013-14,Dirk Nowitzki,DAL,36,213.36,111.13004
2014-15,Dirk Nowitzki,DAL,37,213.36,111.13004
2015-16,Dirk Nowitzki,DAL,38,213.36,111.13004
2016-17,Dirk Nowitzki,DAL,39,213.36,111.13004
2017-18,Dirk Nowitzki,DAL,40,213.36,111.13004
2018-19,Dirk Nowitzki,DAL,41,213.36,111.13004
2016-17,Domantas Sabonis,OKC,21,210.82,108.86208
2017-18,Domantas Sabonis,IND,22,208.28,114.305184
2018-19,Domantas Sabonis,IND,23,210.82,108.86208
2019-20,Domantas Sabonis,IND,24,210.82,108.86208
2020-21,Domantas Sabonis,IND,25,210.82,108.86208
